Accession,Gene,RNA.D0025,RNA.D005,RNA.D01,RNA.D015,RNA.D02,RNA.D025,RNA.D03,RNA.D035,RNA.D04,prot.D0025,prot.D005,prot.D01,prot.D015,prot.D02,prot.D025,prot.D03,prot.D035,prot.D04,XIA.cluster
P39925,AFG3,0.527449998,0.509471444,0.547054311,0.610567679,0.787862962,0.974797919,1.455944166,1.760123987,2.006780567,95.82818697,124.8218427,179.4324079,188.2612507,223.7105564,229.1072308,264.6586504,219.6237661,221.6665095,2
P39926,SSO2,0.484260055,0.690491913,0.765286716,0.864993697,0.914808617,1.178247957,1.41779584,1.659776346,1.863957187,653.7039508,628.8896445,575.8860502,610.2837576,564.1273197,513.9760765,532.1746847,469.7331273,443.14444,2
P39927,PTI1,0.323651057,0.275108622,0.226697221,0.257394631,0.329343079,0.466870115,0.720709355,0.785910279,0.854652,44.82964203,NA,55.29029152,NA,NA,NA,64.33985421,NA,NA,2
P39929,SNF7,1.369022504,0.941379406,0.871281221,0.862121831,0.88822735,1.084529888,1.625933984,1.648671155,1.882137983,193.3873907,180.6319405,176.1929128,194.9200352,210.8462209,179.3865297,171.8794389,157.6144939,150.697758,2
P39931,SSP120,1.328250912,0.993181479,0.938729084,0.952967564,0.919843627,1.082961164,1.309249391,1.419521256,1.572860384,337.1474819,335.334638,309.7319193,282.6579793,302.1285491,234.8840914,245.206578,NA,189.0352122,2
P39935,TIF4631,0.343443339,0.390866931,0.447819906,0.579047505,0.917353874,1.252282914,1.692835023,2.409695449,2.855029154,283.8253833,295.3953968,373.5459813,480.0398883,548.2964731,577.4714202,664.2351241,658.9291718,711.9984823,2
P39936,TIF4632,0.233871451,0.192109894,0.206058421,0.224871308,0.300200562,0.413569723,0.634918347,0.836070717,0.995510051,314.4032022,378.8816975,580.2143901,803.3336364,871.2571969,858.6670868,898.4421004,909.746943,897.7907083,2
P39938,RPS26A,3.985278609,4.890319203,5.260593924,6.144877535,8.140190015,11.4228294,14.14697714,18.46968955,24.31800575,3955.96706,4448.748848,5696.960376,6975.968667,7818.375388,8210.604649,8876.935356,9205.183076,9889.904505,2
P39939,RPS26B,1.342828799,2.136240211,2.649102793,3.410332216,5.088036007,7.671248856,10.82751416,14.85016701,21.83544504,643.0814834,734.3164134,953.4326978,1211.371603,1363.136801,1609.497452,1769.429403,2107.357482,2332.78889,2
P39940,RSP5,0.561661376,0.599051161,0.650717215,0.678813578,0.807658261,0.917127073,1.147861305,1.462608456,1.773724772,295.9634591,313.3694839,350.534434,381.4774375,417.4314402,388.9601774,392.2667519,363.7578769,372.9089725,2
P39945,AST2,0.626318338,0.473511287,0.34161342,0.290237924,0.270021711,0.298975335,0.325957575,0.34287977,0.407990623,21.86110471,24.22006979,24.0634841,24.637284,NA,NA,23.22299819,NA,NA,1
P39952,OXA1,0.336030172,0.386564212,0.473487293,0.566753503,0.849873409,1.125852057,1.774373887,2.073791644,2.455502064,NA,99.28189359,NA,165.4550888,NA,NA,160.6143875,135.8344682,137.7949647,2
P39954,SAH1,0.699564314,1.173066647,1.886917005,2.729757257,4.297200361,5.952342639,7.393105461,7.411272677,8.69793039,3043.338398,3883.411836,6936.063498,8922.005293,10693.26515,12745.25213,13260.25132,11330.99601,11113.50693,2
P39958,GDI1,0.883458217,0.922629729,0.988766729,0.969338344,0.998194263,1.11878502,1.569235928,1.420924183,1.627121248,791.070785,894.8463139,990.5014223,1029.233739,1033.357347,962.4693697,848.5966101,695.9653437,651.9351488,2
P39960,BEM2,0.243427954,0.142968129,0.146283537,0.173664546,0.240568114,0.326523456,0.459943611,0.657363221,0.757251584,31.09265712,33.95869687,37.25105058,44.81260282,44.7843461,46.93587008,42.35499361,NA,36.28397157,2
P39962,YCK3,0.234225433,0.27994309,0.307127984,0.357476942,0.458274386,0.597695081,0.815122998,0.888344434,1.031468977,NA,NA,NA,NA,NA,37.1190863,NA,NA,NA,2
P39965,AIM10,0.160510906,0.207861135,0.22146652,0.25224688,0.344505734,0.48752778,0.690472543,0.768453644,0.83604928,NA,NA,NA,NA,53.45672139,41.80661116,NA,38.71047641,NA,2
P39966,PTC2,0.362121871,0.45377722,0.532672144,0.578789601,0.730977416,0.836566252,1.101436522,1.283365808,1.398874851,166.6231574,195.9527292,264.7203073,306.2671889,320.0995832,313.9689801,295.7877887,288.3599304,274.9724516,2
P39968,VAC8,0.377014025,0.379879749,0.409937246,0.43015622,0.511510879,0.625307767,0.803471022,0.991957279,1.151801373,305.984479,255.6652271,231.776609,253.9641313,224.316242,178.3646574,185.5315288,156.0479008,163.5172155,2
P39969,BOI2,0.512348811,0.219128748,0.248587926,0.267678931,0.30139374,0.349054261,0.410678435,0.5507113,0.648899557,NA,NA,NA,NA,NA,NA,13.38665753,NA,NA,2
P39976,DLD3,0.866939685,0.930899654,1.16459636,1.581659322,1.898994843,2.212856367,3.381177036,4.06764199,5.266713844,214.9069353,302.054291,645.9206035,1048.463569,1337.66936,1512.257228,1866.610204,1727.512398,2100.770883,2
P39979,HPA3,0.526337902,0.753012742,0.713549977,0.891671065,1.092425655,1.410158323,1.568597277,1.529040493,1.652653846,243.3451448,306.0109287,468.6711722,627.1632641,733.5158271,696.5085917,744.7436221,642.8267227,607.2199008,2
P39985,POL5,0.21133638,0.250811112,0.266620736,0.319087736,0.453997584,0.607870956,0.777438554,0.958355109,1.13049854,23.99342023,29.05488913,44.01473502,NA,NA,58.25422571,NA,NA,NA,2
P39986,SPF1,0.612229829,0.475481146,0.654796016,0.760410124,0.963216692,1.154582966,1.448067452,2.004251299,2.465352709,109.6155346,134.9760964,190.4965843,228.6695467,232.9630056,228.1933247,224.0240017,210.9129218,216.5617076,2
P39990,SNU13,0.647562755,0.778735631,0.94864343,1.194495666,1.629954933,2.42219041,2.478920615,3.370954498,3.952223239,1052.656483,1260.259362,1526.482669,1749.15014,1996.755309,2086.891292,2283.438881,2085.530098,2176.143366,2
P39993,GEA2,0.127798095,0.139358482,0.148065397,0.187401643,0.248826416,0.304873641,0.386126504,0.574665687,0.710590016,NA,NA,70.31796811,NA,NA,NA,NA,NA,NA,2
P39998,EDC3,0.328603436,0.386704722,0.386657227,0.434536006,0.548912479,0.690586177,0.958170544,1.051195083,1.255871686,111.3566316,121.1871179,149.7416496,186.3639968,199.7026221,186.6810919,179.8919202,165.3640291,165.3029924,2
P40005,GIM4,1.426148738,1.403129539,1.378426351,1.525028188,1.320457919,1.889027607,2.309958344,3.038410567,5.015268338,213.1949605,253.4898894,318.6155333,363.1976825,377.507174,379.50212,347.68927,362.0966057,364.1595822,2
P40007,NOP16,2.503560204,0.846738192,0.900290951,0.938594744,1.078287515,1.373600697,1.955534847,2.082641124,2.652551664,77.50634533,100.4747506,160.1020766,216.7470693,254.1509367,278.8363124,286.9874898,260.9507601,281.8001414,2
P40008,FMP52,3.588477986,2.746058735,2.375283647,2.032104633,1.58747674,1.592198324,1.965438076,1.765917155,2.043269976,1501.129037,1559.930301,1361.59093,1381.017283,1260.702834,1121.89157,909.2360089,741.9442365,680.0328112,1
P40010,NUG1,0.472661832,0.526295557,0.545972428,0.630590621,0.789477198,1.041316828,1.157505183,1.35306579,1.65333077,144.8639825,178.8444869,256.5459428,316.8156767,380.0090335,387.9034546,383.4657793,358.1918372,394.291374,2
P40011,YER010C,1.112719967,1.055899453,0.736142735,0.67373696,0.629412703,0.689425465,0.874643481,0.896379096,0.989871685,534.1950799,408.1594805,NA,347.7996185,NA,260.4565287,265.0391382,268.9254185,NA,1
P40012,HEM14,0.371588368,0.349163337,0.377223183,0.34425374,0.289157983,0.293061848,0.352947809,0.286259991,0.339763626,85.28978275,91.1790116,82.156499,NA,89.89913292,NA,NA,NA,NA,1
P40016,RPN3,1.437850142,1.103405062,1.120283627,1.141021531,1.110495022,1.311391348,1.734836457,2.057714683,2.326091148,625.7047527,663.451695,645.9176427,687.4070139,663.66104,569.1026647,585.1090121,506.0575558,520.9286224,2
P40017,YAT2,1.138332523,0.708738022,0.753105846,0.847368605,1.096747786,1.169648965,1.40035797,0.742577463,0.600019317,184.2301547,208.1368131,239.1602846,264.9269855,277.1325008,251.1556922,217.0856776,93.96901492,68.29340322,1
P40018,SMB1,0.594848724,0.473737137,0.455501109,0.528073536,0.676095247,0.815246917,1.141497671,1.126342194,1.360997381,183.2864949,NA,NA,NA,NA,213.014116,228.1358481,196.6702824,NA,2
P40019,CHZ1,3.798830286,1.863640022,1.804955689,1.776916171,1.836107086,2.436614633,3.111495979,2.764321327,3.862987622,80.24841553,NA,81.46206281,NA,NA,NA,NA,56.99637506,NA,2
P40022,YER034W,0.354727488,0.523433109,0.588590153,0.504178683,0.466759877,0.441623168,0.556521722,0.485036469,0.524134088,83.47020244,99.98243259,127.3993806,130.3449343,114.0674578,99.88561429,83.91429478,56.22438963,NA,1
P40024,ARB1,0.728483774,0.716219266,0.705376062,0.813751141,0.994435628,1.224136338,1.550283626,1.732854797,2.115023273,663.9145665,724.5530974,752.925311,867.8497723,966.132311,1000.446482,983.2952898,912.3522551,975.9239808,2
P40029,MXR1,1.043439917,1.334245909,1.251723914,1.284008065,1.337473139,1.708746452,1.977346574,2.10862913,2.46622899,1434.353684,1417.572254,1300.355215,1416.427248,1416.684953,1420.541364,1302.954048,1070.107055,1045.889727,2
P40032,TPA1,0.23684211,0.302766976,0.325389892,0.423457679,0.509515423,0.682542412,0.913585087,1.15100987,1.480093198,104.2522078,121.1376156,145.0451491,173.2525649,181.1428631,171.1510253,190.5307591,184.3786523,209.7856199,2
P40033,RSM18,1.594790057,0.768164205,0.873445216,1.079349462,1.447661544,1.995214336,3.317482933,4.206874477,5.099406529,122.3928936,157.5718884,277.3774213,375.5231722,420.5960035,480.0390697,557.2809249,534.4540873,542.6465397,2
P40035,PIC2,0.394049816,0.495915312,0.454411275,0.448936482,0.443871525,0.471822005,0.821147233,1.476031551,1.483486331,27.99306898,NA,NA,NA,NA,NA,NA,NA,NA,2
P40037,HMF1,1.097326757,1.493904125,1.2729155,1.30440721,1.478914651,1.767137752,2.011657447,2.009199145,2.302753239,1069.211057,1155.797147,1210.345743,1316.487267,1368.216036,1500.091719,1281.842474,1045.958303,1018.07453,2
P40040,THO1,0.671391286,0.659349431,0.64426508,0.758281735,0.899095524,1.174979097,1.560632109,1.905511728,2.203296734,214.2776054,219.4261817,253.2978661,299.5227887,312.3617817,313.0460999,278.3104198,292.160532,284.7895908,2
P40043,RGI1,0.730804183,0.923351929,0.511633716,0.442487061,0.453891263,0.43824642,0.814680976,1.464613767,1.402381368,659.6272721,650.9051653,338.9213466,283.6839892,230.9249214,160.8670213,228.8193693,287.8384071,204.1053643,2
P40046,VTC1,1.227559221,0.926133684,1.006648239,1.091957318,1.336555674,1.776572848,2.318525771,2.847312425,3.647600697,104.0734246,110.4805068,145.9807063,161.7857643,154.6337061,180.1166097,208.9716008,234.516069,226.277414,2
P40047,ALD5,0.297824616,0.608965736,1.021893513,1.164224062,1.119169651,1.342955658,1.584785395,1.560984729,2.023911595,319.4076116,532.7573313,769.7051445,868.8890699,832.8239147,806.5058855,628.7020623,597.6197871,694.7928566,2
P40051,ICP55,0.219473923,0.222835837,0.239904105,0.249409448,0.31325497,0.423672355,0.716100916,0.764404748,0.889354732,NA,NA,68.3296253,91.55182546,NA,NA,NA,110.7797487,103.6067061,2
P40053,AIM9,0.675831224,0.557492441,0.534396568,0.577873704,0.695061217,0.854909735,1.321682759,1.2692441,1.449181431,279.2700501,286.11985,312.6072612,361.2287873,391.8737107,393.1647656,389.5598354,338.104286,315.8322562,2
P40054,SER3,0.339249632,0.644121645,0.801220599,1.025638983,1.366558105,1.802714711,2.325963042,2.34015948,2.55398464,280.42203,412.3910288,539.0572606,653.0353471,705.4560385,717.3375218,747.3172977,592.2078747,578.5656059,2
P40055,UTP7,0.362168052,0.347903906,0.34255408,0.393075503,0.520704979,0.654253599,0.88725529,0.916775891,1.114375689,47.380597,58.26311978,71.67997218,100.2125766,108.1940694,117.8956302,102.1280026,115.6386464,111.9981478,2
P40056,GET2,0.803105776,0.600846232,0.553307493,0.56052361,0.677022088,0.811710385,1.015862046,1.002087472,1.32624641,NA,NA,NA,142.7596006,NA,144.9600837,131.2892398,126.4586828,133.8875269,2
P40060,IES5,0.904253973,0.962399674,0.898882769,0.968763614,0.988093362,1.314936492,1.748362332,1.937519574,2.532614711,1101.724408,1164.226695,1208.537657,1480.522621,1333.489079,1525.739153,1525.809949,1422.212104,1604.729204,2
P40064,NUP157,0.244304012,0.20188193,0.202888906,0.231425166,0.283633559,0.372854881,0.52830828,0.611931918,0.710344389,NA,14.56723007,NA,NA,NA,NA,12.74058269,NA,NA,2
P40066,GLE2,0.312585311,0.356990363,0.343427669,0.398938708,0.433007663,0.55344804,0.654907781,0.730445669,0.890727107,118.6776188,NA,NA,NA,NA,112.6985861,NA,NA,NA,2
P40069,KAP123,0.313732906,0.39953093,0.424543043,0.520754842,0.724081624,0.8692903,1.063464348,1.343664873,1.642415673,490.8532153,601.2624632,795.4081287,966.1852568,1021.482955,1028.144704,1091.424855,1107.610859,1128.84839,2
P40070,LSM4,1.244072395,0.908887883,0.963281305,0.998523423,1.067788388,1.309590175,1.983073788,1.945323726,2.323612295,344.7434483,347.5424134,388.6227737,NA,471.0024821,479.1205272,445.0971671,NA,453.7007068,2
P40075,SCS2,1.363947184,1.24869213,1.236624492,1.256220935,1.505105667,1.692115007,2.159039904,2.351645964,2.90551022,511.719786,530.205823,558.1217211,630.800533,604.88276,564.8114356,536.8436621,503.062715,512.3422607,2
P40078,NSA2,0.529551914,0.658303925,0.676364461,0.760253346,0.872868872,1.179106679,1.385998035,1.602486452,2.197846257,53.83646117,70.12642153,104.0927329,132.8927465,153.5247877,161.2219824,169.3602128,179.7202762,194.6452465,2
P40080,VFA1,0.591951144,0.426709897,0.395937509,0.454589491,0.436178815,0.527726884,0.679468009,0.654233792,0.711350559,NA,NA,NA,67.65729782,NA,NA,NA,NA,NA,2
P40081,YER134C,0.254971757,0.356109663,0.403961896,0.455109997,0.604144973,0.821606885,1.168475468,1.228429093,1.335608111,156.180004,177.9073866,258.7836688,271.6576759,303.1320322,302.2889411,292.4217765,264.269069,244.5569352,2
P40087,DDI1,0.993379332,0.789145161,0.692408818,0.680276275,0.710253602,0.717459314,0.956612204,0.855866832,1.029374173,426.454281,417.6662116,431.6249174,493.4220732,517.2711364,444.3985765,395.3708648,317.3048123,284.4564123,1
P40088,FTR1,0.534995666,0.849874256,1.298322393,1.518317216,1.739413948,2.002058192,2.819702197,3.967653906,4.400752813,NA,NA,NA,23.09282261,NA,22.86855539,26.56271055,36.22874,36.75368129,2
P40091,PEA2,0.225276662,0.273507913,0.267869382,0.304920299,0.330080694,0.404652801,0.540228967,0.583807539,0.708202911,NA,NA,NA,28.96900671,NA,32.74772271,NA,NA,NA,2
P40093,YER156C,0.293090408,0.474270316,0.563274015,0.753842628,1.052285716,1.373076921,1.634689404,1.932406421,2.243618615,410.8959554,440.9865183,595.7454559,728.5754453,896.1226989,943.7096354,918.7447067,850.9023815,856.0109939,2
P40094,COG3,0.121147737,0.155486522,0.170167906,0.191967581,0.215671609,0.300043754,0.361829811,0.456648989,0.513544901,5.724056241,NA,NA,NA,NA,NA,NA,NA,NA,2
P40096,BUR6,1.306294422,1.405101451,1.537323856,1.482166885,1.409571055,1.571993604,2.153534602,2.026442536,2.271753698,NA,NA,121.647643,NA,NA,NA,NA,NA,NA,2
P40098,FMP10,1.480215001,1.012909623,0.934122078,0.97510715,1.164024131,1.3972777,2.053632644,1.903712964,2.125532614,439.9610004,448.2209569,523.2694525,633.6343014,639.0490816,653.1597176,629.4012097,481.0893387,465.9427448,2
P40106,GPP2,0.374639876,0.528582471,0.564602297,0.532672987,0.368348567,0.296189091,0.345933048,0.483197229,0.719188182,105.0906235,152.7426725,165.1883887,145.6956745,95.52043124,54.58311033,68.50539134,105.6747645,146.2424181,1
P40150,SSB2,2.183152865,2.873204137,2.686694659,3.420596469,4.721575358,6.572438557,7.27281172,9.378590056,10.87315089,116.9257485,140.516087,177.6076369,231.7725457,261.9777838,301.9724357,322.9717014,331.5723652,341.6781564,2
P40154,IES2,1.532480748,0.671261916,0.614826952,0.612506021,0.688142885,0.793675034,0.972481286,1.079638361,1.228029052,9.742114657,15.46613659,NA,NA,22.8139165,24.55196081,20.62680998,NA,22.05418163,2
P40157,VID27,1.013624408,0.346068184,0.382824965,0.415018257,0.464126545,0.580415039,0.670486573,0.854160502,0.937852979,64.40193658,61.2858498,56.34509323,75.7999791,75.10056834,77.69354225,81.24880057,69.34108988,69.88756828,2
P40159,YNL208W,3.80784808,4.28420927,3.897055903,3.302911708,2.342168821,1.987831324,2.280217858,1.932240714,2.266280309,2686.275513,2449.478713,2264.873551,NA,NA,NA,1555.299866,NA,NA,1
P40160,RIO2,0.318459721,0.321283387,0.303552557,0.360490158,0.431717215,0.60826784,0.789710362,0.860068018,0.975900684,62.49305666,NA,85.07996918,NA,128.2164456,120.2723205,119.9782458,118.1387867,125.6442128,2
P40161,RTT106,0.597154311,0.415474728,0.378032995,0.388270773,0.457171727,0.552027111,0.735942589,0.875041097,1.008425483,20.79452682,20.83182233,NA,NA,NA,NA,31.18191414,NA,NA,2
P40165,YNL200C,1.10381431,1.264532051,1.114645961,0.908840872,0.509531206,0.378788821,0.452551781,0.32646536,0.333633854,324.6331728,329.8852058,245.5751074,211.4270383,159.3277062,100.4952134,79.83291751,55.0519783,NA,1
P40168,YNL195C,3.679410352,2.168795507,1.388649135,0.873871542,0.287701904,0.086140642,0.122719645,0.097145779,0.119594659,176.2862615,241.1553649,NA,NA,NA,NA,NA,NA,NA,1
P40185,MMF1,1.18010807,1.274189875,1.344160483,1.503364585,1.486163883,1.817969258,2.462299272,3.164772714,4.044317762,1262.627964,1125.407837,1356.699777,1497.864155,1441.603028,1426.634393,1400.259237,1677.996432,1786.125025,2
P40188,RGI2,12.04465946,7.183221607,3.383328673,2.165320411,1.815437004,1.737572836,1.425593347,0.132737005,0.03980507,672.9578278,453.7362035,179.8488366,NA,NA,NA,NA,NA,NA,1
P40202,CCS1,0.738377112,0.722143031,0.584098822,0.638771165,0.67591259,0.88340713,1.134877685,1.223397122,1.591461648,227.8375623,236.0075945,286.5562407,385.510036,425.3601836,467.791757,420.1738589,447.2254897,511.8666173,2
P40207,YMR134W,0.363417733,0.513196805,0.703076609,0.798616924,0.770444888,0.797416965,1.004237912,1.399636422,1.454132902,62.95625928,96.04731663,NA,NA,107.4732511,NA,NA,NA,NA,2
P40208,GID8,1.6097884,0.7012723,0.618400833,0.588022679,0.541137692,0.587875136,0.722841085,0.878930326,0.90691149,NA,NA,18.64141429,NA,NA,NA,NA,NA,NA,1
P40210,SIP5,0.49155796,0.362264518,0.386303478,0.36223191,0.345243382,0.380467467,0.465495674,0.543297047,0.605496502,53.69790814,NA,74.99163011,81.012903,NA,61.09086626,55.30484548,NA,NA,2
P40212,RPL13B,2.274980537,3.375286468,3.41761042,4.341771132,5.4225658,8.041160074,8.375738699,11.76279031,14.07199368,4855.464216,5723.966237,7698.575476,9400.095297,10562.5432,11309.73698,11560.68971,11757.89735,12436.01483,2
P40215,NDE1,1.385014331,1.932663095,1.931375465,2.323431723,3.724902459,5.096382288,6.904641257,7.208753449,8.062722653,558.4864734,686.2676864,848.1470832,1005.641582,1213.371232,1200.205088,1305.673978,1164.39657,1160.229283,2
P40217,TIF34,0.837030682,1.125630572,1.158041917,1.383631652,1.963975747,2.594650191,3.460829076,4.013885739,4.887515267,335.351004,366.1160555,463.9288958,585.4843382,675.488438,718.0149534,746.6414177,693.7175029,711.9235831,2
P40302,PRE5,1.650839556,1.274222627,1.334575047,1.339672111,1.377196314,1.539974011,2.139715802,2.371491538,3.079819262,1260.249703,1270.44028,1380.46731,1522.790169,1506.0993,1423.695256,1269.000958,1142.375509,1195.767034,2
P40303,PRE6,1.146556426,1.452465115,1.539692862,1.653231088,1.691697038,1.979375482,2.531312911,2.830000297,3.501883527,750.1906555,806.8815332,801.9398706,878.5263143,886.8872175,846.1365786,760.0686603,673.804684,680.0760245,2
P40312,CYB5,0.695024227,1.487787037,2.22907571,2.59595193,2.220125559,2.275068273,2.286318325,2.877328026,3.463818545,164.82462,231.9234553,343.109548,NA,NA,NA,197.0551084,175.4923708,NA,2
P40319,ELO3,0.442105369,0.637665798,0.890373027,1.213500941,1.646622757,2.38470967,2.750854399,3.975097506,4.677810407,4.56045539,NA,NA,NA,NA,NA,9.286358375,NA,NA,2
P40327,RPT2,2.134073084,1.565492747,1.424538465,1.446752995,1.415574413,1.633309789,2.320160062,2.746919876,3.485963889,572.608534,615.6419538,612.3259313,669.738324,659.9884981,617.3660866,613.2205057,574.272212,585.3340451,2
P40335,PEP8,0.431499123,0.454109137,0.385422137,0.363859611,0.364470292,0.42000906,0.584098051,0.593527365,0.605533081,NA,NA,57.74982356,56.16990582,NA,51.86045366,NA,NA,NA,2
P40339,RFC4,0.299439141,0.343268243,0.290768419,0.291035436,0.32782265,0.417704913,0.563937067,0.590514862,0.656147345,121.5074423,124.0687592,144.0335052,165.0058906,188.4258441,168.0208122,160.9663201,146.0932934,143.3013472,2
P40340,YTA7,0.345033738,0.227915073,0.264184663,0.278825837,0.325732617,0.409891005,0.518290307,0.737182006,0.827028492,11.17655298,NA,NA,NA,18.4716073,NA,NA,NA,NA,2
P40341,YTA12,0.69069378,0.425316917,0.447077555,0.487587623,0.68053964,0.910404977,1.461975148,1.890019888,2.128452146,55.96256397,80.31517028,107.0597359,126.2292491,134.2522996,138.6090751,163.6076435,139.1492988,135.4084482,2
P40343,VPS27,0.632469471,0.38136302,0.392161412,0.395099655,0.434517819,0.499548002,0.701518631,0.728780709,0.862402482,26.58230987,NA,24.1309142,NA,NA,NA,22.74221649,NA,NA,2
P40347,LTP1,0.383211945,0.539634006,0.566253092,0.650090555,0.756920474,1.087196011,1.341344536,1.497714492,2.250977597,61.83065139,84.97574934,181.1944468,245.6021065,287.4337323,337.0625455,346.1672312,285.1565704,292.5072957,2
P40348,RFC2,0.649610491,0.435139938,0.382676052,0.40447527,0.44954976,0.562566745,0.743596027,0.752856192,0.919126554,72.63050094,84.21693753,NA,102.3954937,NA,106.3120967,88.54048683,83.67196569,87.10647071,2
P40360,ARG2,0.281889619,0.283849314,0.311329193,0.341461985,0.367035135,0.456296934,0.604351266,0.698498753,0.790297193,14.30929078,NA,NA,NA,NA,NA,NA,NA,NA,2
P40362,UTP18,0.172664407,0.217912502,0.276568349,0.353936949,0.452705162,0.702002316,0.911602081,1.036351584,1.287091965,NA,108.6863721,130.7438329,160.1504882,NA,216.3854298,218.6268701,229.8130668,273.800186,2
P40363,YJL068C,1.081686018,0.960220964,0.791290448,0.750487291,0.690491381,0.733504246,0.878706363,0.845437145,0.999866528,201.8885656,194.9230159,166.0999551,197.2424756,193.1490863,175.7353748,152.706185,136.4093883,132.5990793,1
P40364,MPM1,2.30615511,1.389185798,1.040060328,0.972400867,1.014050053,1.215292523,1.679528037,1.57495871,1.531838132,888.4924702,757.7363397,566.2974559,625.9756446,615.5362068,580.6908274,604.7586491,467.9991657,372.6419834,1
P40368,NUP82,0.169756124,0.21307925,0.2036812,0.261049322,0.325683132,0.465935077,0.586967795,0.67615627,0.774962319,42.65123662,34.51616182,46.85983781,NA,NA,55.42289605,NA,NA,50.17643682,2
P40413,CCT5,0.789480326,0.681157199,0.704785401,0.824640928,0.929629294,1.251475153,1.557107377,1.837997852,2.192560187,487.4043053,532.3408526,619.7034987,749.2874112,788.9669328,811.3831749,791.267521,751.2627693,788.3114594,2
P40414,TPM2,1.011969426,1.098451379,1.21496552,1.29776904,1.392262747,1.869443994,2.538504392,2.4916267,3.129244951,726.5975148,673.7251775,677.1774037,726.2085011,797.0059671,730.6405552,691.1954778,509.5832954,455.6073839,2
P40422,RPC10,0.664943835,0.453697205,0.566756898,0.609460038,0.628162733,0.932871621,0.804836242,1.311263296,1.204915236,569.8891474,863.5377119,1355.515701,715.6185351,554.1987215,569.4009192,1203.062853,1443.25822,1134.138208,2
P40433,PFK26,1.031690969,0.71448062,0.579843532,0.444462459,0.327712489,0.30789096,0.374674007,0.315910504,0.320622762,17.07584041,25.39383319,15.82324004,NA,NA,NA,NA,NA,NA,1
P40452,COA1,1.719262406,0.965814811,0.966488297,1.089089404,1.421454062,1.979255624,3.232502485,3.291773094,3.965459029,86.39190396,86.57248176,103.4318461,127.0762586,130.6413765,140.8067034,140.0143413,113.4111033,91.56172991,2
P40459,PAN6,0.782830369,0.363992768,0.354718946,0.406709122,0.514226343,0.645902908,0.900578279,0.910091635,1.155947217,87.75498922,88.83014486,116.7166727,160.7376347,147.1828027,NA,109.0518542,102.1495924,NA,2
P40462,TMA108,0.282068791,0.291384862,0.293570168,0.302355615,0.319183341,0.365180435,0.484872313,0.596034949,0.753337115,55.46413628,52.86453634,69.48705572,86.41493305,87.34669401,83.09991666,90.3299464,97.50106783,98.5718351,2
P40469,MET18,0.165127462,0.178429826,0.174517614,0.214361937,0.276637587,0.393106599,0.492848969,0.612954866,0.648479291,10.5677235,NA,12.01371934,11.69293193,NA,NA,11.53216956,NA,NA,2
P40470,RRT14,0.675759476,0.566996639,0.530226514,0.684637726,0.794458921,1.148367032,1.677928305,1.542738812,1.830557183,NA,NA,NA,NA,NA,34.83045183,31.57703362,42.24075937,34.45051083,2
P40471,AYR1,1.706537488,2.168003174,1.540401842,1.227892187,0.841392641,0.796857555,0.777499051,0.759218766,0.81680913,365.7923786,307.684403,236.289617,218.4489425,176.637521,131.1337565,94.62345808,72.45373606,55.62265923,1
P40477,NUP159,0.284144087,0.256240192,0.261564006,0.298674477,0.394023846,0.499758669,0.577261294,0.809868146,0.891748908,42.11892112,44.69356434,46.00240188,52.81920144,50.27962191,53.57940987,50.32875824,44.82207616,46.35009002,2
P40482,SEC24,0.511719234,0.530338883,0.522301783,0.555383903,0.690024205,0.842672792,1.095331852,1.314695736,1.619182327,767.3040049,737.1414186,755.1427879,854.1430264,892.6184247,846.1838541,826.0546334,829.9660468,858.5828084,2
P40483,YIL108W,0.294881031,0.31978303,0.305560594,0.302534339,0.317289688,0.347149887,0.457089649,0.521031278,0.65105722,94.00669376,65.00674963,57.32562031,72.7263953,77.08385876,64.34788639,59.11205793,51.57204665,NA,2
P40485,SLM1,0.626775915,0.382978147,0.369784412,0.370843724,0.330238744,0.383616699,0.470469345,0.493463143,0.520904584,129.8984582,126.0898883,135.4572699,105.0006299,NA,93.92821304,87.83417579,71.81995897,70.53300749,1
P40487,DPH1,0.418160596,0.329722781,0.31735172,0.351097731,0.465763183,0.612805106,0.789715685,0.954292762,1.229585217,NA,NA,NA,NA,NA,NA,18.28348326,NA,NA,2
P40491,FMC1,0.633788368,0.472783436,0.554245098,0.659358285,0.912991171,1.375962677,2.138657384,2.534491557,2.8742503,84.88677048,83.89541987,136.5808956,186.7012697,NA,225.2102335,243.7143763,244.3376422,237.2598406,2
P40495,LYS12,0.980732639,1.25757837,1.462005646,1.800022523,2.562601514,3.543586501,4.639311469,5.616711124,7.251300294,1031.037243,1064.603207,1330.630249,1592.878697,1799.008194,1890.551673,1943.712085,1999.33879,2023.260655,2
P40496,RSM25,0.517807997,0.429438259,0.514903156,0.672250163,1.030525937,1.442400909,2.370649445,3.013528456,3.764799231,82.78123997,NA,171.3045058,205.6876533,253.0575451,292.8240789,345.4360692,366.292297,357.2918634,2
P40498,UTP25,0.202869535,0.228455469,0.214892503,0.265188283,0.34397683,0.518078988,0.661411161,0.72874925,0.903351132,65.91507247,66.56579938,77.59341663,94.55539874,106.5681293,113.6212944,105.4064938,99.31448409,106.2931284,2
